ZIMBAWE 90ITEMS
09002N
11641146
001003
(I5,I2,I1,1X,I1,70I1)
(I5,I2,I1,1X,I1,70I1)
  326340 2313311331113111131311113113113331333
  327291 1331113113333311133131111113111131133311311113131311331
  327291 2313113311113111311111113111111131133
  328261 1133313133333311331111133113311131113313311133113313331
  328261 2333321313313311333311131113113331333
  329231 1131113113333333133113133313331133111333311313133311331
  329231 2311333313113313333311131333311133133
  330281 1331313113333331133131113113111111113333311133131311331
  330281 2331133313113131333111113113111331333
  331301 1333311113331333333111131113131133111333111131113311331
  331301 2313133313331313331311111113311321313
  332221 1131311113333333131131133113133311133333111313133311331
  332221 2333313333333313333311113313111333133
  333271 1333113133333331133113133113111133111133333331133313331
  333271 2313133331311113133311111133313331333
  334201 1333313133333331333113113133311111131313313131133331331
  334201 2333333333313313133131133313113311333
  335250 1131113133333133133131131113111131131313313133233313331
  335250 2113311313111311313311133313313331333
  336230 1333333131333133331331133113313331111333323133131113333
  336230 2333313333333313111333333333121131333
  337281 1133313113333331333313113313331133111333313133133313331
  337281 2333133131311131333331111313331113333
  338231 1133313131333113333311113313311131111333311131133113331
  338231 2313333313113113331311111311313331313
  339270 1333333313333313133333133313113131133331311131133311331
  339270 2313311331113311133311313333313331333
  340261 1331311113311331333333133313131131113331311133133311331
  340261 2331333313111313331311113113311333313
  341300 1333113113333113133331133313113113133333311133133311331
  341300 2313313331131133133311311133313311111
  342291 1333311333333133333311133113313313311333311133133313333
  342291 2311333313133313333333331133313333333
  343210 1313233111332131331313131113311133113313311133313313313
  343210 2331333323111331331331311113313113333
  344250 1333133113333131133111113313313113111333311113133311331
  344250 2331333313311133331311111113111133333
  345210 1333313333333131133131333313311131113333311133211311331
  345210 2313311311311313333311131333313331313
  346270 1131113113333111133311111311111131131311311111133321331
  346270 2311111311111131331311113113311331311
  347371 1133133333333333333313133113133311131333311133133111333
  347371 2333313333311113331333331133313333333
  348291 1333132113333131133111111333111131111333311133131311331
  348291 2313113311111111333311111313311133333
  349301 1133113313333333133133131113131131331331311131133311331
  349301 2313313331313313331311133111313131333
  350240 1333313113333311133331133313133131311333311131131311333
  350240 2313313331313111331311131113311333133
  351341 1133113113333133133313111113111113131331311133131311331
  351341 2333311311113113333111313111313131333
  352200 1333113113331311131331133113111111131333113111133311331
  352200 2313311331111311131111131133111331133
  353281 1131333113333131133131111113131233111333311113131311331
  353281 2313111311111311331111111113311331133
  354331 1133113113333311133311133113111111113333311131131311331
  354331 2313313311313111131311113133311313313
  355291 1333313113313331133133113313313331331333313113131311331
  355291 2133113311113111331313113133313311331
  356491 1333313133333333313113133313113131313333313131133311333
  356491 2113333313313113131311111331313331333
  357231 1333313113333113131333133313131311111333113111131113331
  357231 2113333331133333133313333333313313333
  358561 1311333113333331133133123313111133131333323113131311331
  358561 2323313311313311333111113313313131333
  359351 1333313133333131333313113113121331111333331131113313331
  359351 2313333313311113313112311333233333331
  360260 1131133113331311133133111111131131133313311133131311331
  360260 2113313311311113133311113113311131333
  361221 1113313313331113133333133113133331133331333333123313331
  361221 2333333333331331313313133313311131333
  362291 1113113113333331133131133313131131111333313133131311333
  362291 2113311333133311333311133333313133133
  363251 1333113333333133133313133113332131113333333133133331333
  363251 2313333333333313333331133133313333333
  364421 1333331133331331133311111313331133131333313133133311331
  364421 2313313333131313331333313113111333313
  365491 1333333113333313133133111113111131111331311133131111333
  365491 2311111311113111333331113133111331333
  366220 1133113113133133131331131113111311131331313111133131333
  366220 2313311331111131133311131333111333333
  367231 1333131111333333131311113313111133313333311131133313331
  367231 2333133313113111331311111313311131333
  368260 1333331333331333333123131313111131133333311113133313331
  368260 2313333311311313331311131313313131133
  369190 1313133313333113111333133113331333313313313131133311331
  369190 2113333333133311133311131131313331313
  370261 1133313113331331133113131313331111131333133113111313331
  370261 2313311313311113333131131331311331333
  371231 1313113333333131111133133113133133311133311133133311333
  371231 2333311333311133333331331313113331333
  372231 1133313313313313131313111313131111131333113111111311131
  372231 2313311333111333133311331133113313333
  373220 1333313113331311131131133111131311111313313131131311331
  373220 2313111131133313133331333313311333333
  374290 1133113133333331133313131313131331111333133111333311131
  374290 2313311331313133133131131133313331333
  375251 1333311133332331333313131333331133131331311133123333331
  375251 2313333313331312321321113333311333133
  376301 1333333113331331133113131333113131113333313331131311331
  376301 2313333333131133333111133133331331331
  377280 1133133313333333133311111313111111331333311113313113331
  377280 2113313111111131333311113113313131333
  378250 1333133333333311331113132113311111111323313133111311311
  378250 2333311311111311331311111113113131333
  379241 1133133113311113211331111113113133113311111133131311231
  379241 2311131333111333333111133131111133331
  380280 1133113313133131133131133113131131131333311133133313333
  380280 2331333213313333313331131313111331333
  381301 1333113113333311131331111313131131113311313111131313331
  381301 2313111311111311313111113113311131133
  382220 1333313113131131133111131313111331111333111131111311331
  382220 2313133333111113333331131131111331333
  383280 1333133133332111333111113113311113213311311133123311331
  383280 2311313313113311333111331133313133333
  384220 1333111133331331333113111313331111133311111131133311331
  384220 2333313313313113333313311113333333313
  385251 1133333113333311133333131113133311133333131131333331333
  385251 2333111331313311133333133113111211111
  386240 1333313113133333333311131331131113131333311111111311331
  386240 2333333331113333131311333131313333331
  387250 1333313313133331132111111333131231113333313133133331331
  387250 2313333311333311333111113331111331333
  388230 1333333313333133113313131333111133311133113133313311331
  388230 2333313333111133333311113133313333313
  389300 1333333133333311133133113133113331133333313111131313333
  389300 2333133331133113133133313113111333133
  390210 1333331331333111331333133313311113111313311131133311333
  390210 2313111311113331131111113131113333333
  391360 1133133313333311133333131113131113113131313131133313331
  391360 2313311331113113133111131121333331331
  392270 1133313113333333133313133313111131311333311111333313333
  392270 2331333333331313333331131133311333333
  393310 1131313311333313113331131113133331131331113333133331131
  393310 2333313131311311333313131131111331131
  394240 1333333333313133331313133313311331311333113131133313133
  394240 2113331333313333133313131113313333311
  395270 1333333133333333132123113133111131311331311331113313331
  395270 2333113313113111331311111113111131333
  396370 1131113333133313131313131113131131331333311111133311333
  396370 2311331313313113333331313133313313133
  397220 1333333333331133333333133333311333131313311131133311333
  397220 2313331333113331133313131131313333313
  398260 1131133113333131133113131113131331111333311113131331313
  398260 2133313311113113313111111113113133133
  399240 1333333313333331133331131313111131133331313313131311331
  399240 2313311331113111313111333131311331333
  400301 1333313133333331333333133313111131133333313133133313331
  400301 2333133313113311333311313131333333333
  401271 1333311113333331133131111311111133133331311133133313331
  401271 2331113313111111331311113313313331133
  402240 1333113333123333111333131311133111232333313113331311333
  402240 2311312331131113333313311133113333333
  403190 1333313333333313113333131313331331113333313133133313231
  403190 2333333313113311333313133313311132333
  404250 1133333313333331133133111113111111133331311111111311331
  404250 2313113311111111331111313111121131133
  405220 1133313113133313113313131113131311311333313131331311133
  405220 2311311331111131133313133133133331313
  406250 1333333313333113331313113113311311311333313131133311331
  406250 2113333313113131133111331133311311133
  407290 1333133133333112133313133313111313112331111131133311331
  407290 2133113331113313333331313111113131113
  408210 1333333331333111333333111113131111113333311131131313331
  408210 2333333333131311131311333133113333333
  409210 1313313313331331133311113333113311111333333113131313333
  409210 2311313313113333333111131333313333133
  410251 1131113111111311311133313313311331111113311133133313331
  410251 2313333331311131331131131113133313333
  411371 1133311133333313133311111113111133131331113133133311333
  411371 2333113311111113333111113131111133333
  412221 1131313133333113133133113113111111111333311111133111311
  412221 2133131311313113131312221111113131133
  413251 1331133113333331133133111113131113133333311133113311331
  413251 2333113313111311333311113113311131333
  414291 1313313113331331133133111313112131132313311113131311331
  414291 2313113311111111331311113113111132113
  415221 1333333133333113133211333113111111113333111111111111111
  415221 2333333333333333333333331133333333333
  416250 1133313113133111333313133313111311111333311133133313331
  416250 2333313333333113131111111111311331333
  417190 1313313113333131133333131113133133133313311133131331331
  417190 2313131333313333313133113131313133133
  418220 1313313333313331313333333113133311133313313113333311331
  418220 2333333333313313333333133133131231331
  419180 1133333313332331333313131113133333131333313131133311331
  419180 2313333333333331333311333333311333333
  420210 1333313133333331333331133313313331133133313133133331331
  420210 2313333333313311331311333133313331333
  421271 1333113333133313333311333133213333331313313131133313331
  421271 2313331313311331133331311313113313313
  422301 1333313113333331311133113333133111313333111331133311113
  422301 2333331331313313133311131333311331333
  423251 1333313333333131133131111113111131111333313133133313331
  423251 2313331333311313333311111313313331333
  424271 1333113313333331133131131313113133133311113133133311331
  424271 2333313311111111131111133113111131333
  425311 1111333113333331133131111313111133133331311113131311331
  425311 2331111311311313331311113133313331333
  426271 1333113113333331333131133113111131111333311133131311331
  426271 2311113333113111333331133113313131333
  427241 1331311113333331133113131313131133111331313113131311331
  427241 2333113311111132333311311111311333133
  428221 1333311113331331133131113113131131133313311133133311331
  428221 2333133333313333331313333113313333333
  429271 1333113113333333133131113313111333111333313113131313331
  429271 2313333313311113331311113313313333333
  430231 1133313113333331133131133113133131333333311131131311331
  430231 2313133333113113331111133311111133333
  431260 1331331113333331133113113113133133133333111131133313331
  431260 2113133313113311331311313331331313331
  432250 1333213313333331133223131111113133133313111131311311111
  432250 2333111313131133331311131111111111113
  433341 1113313113333311133331131333111331113313111311331311331
  433341 2333333313113311313311133131111331333
  434210 1131333313333131133313133311131311111313311111113313331
  434210 2131113333311113331331131333313313333
  435281 1333131331131133133313133113313313311113313331333311313
  435281 2131333313311133111311311133313313311
  436300 1131311313333113133331131111133113113333313111133333331
  436300 2311313313113333133311133133311331331
  437251 1331133113333331333131131313111131131331311133133311331
  437251 2313313313113111333111113133313331333
  438261 1331133113333333133333111333131133133331313131311313331
  438261 2331113311131111333331113113311333331
  439220 1333333133333333131131111113311233131313311333331311331
  439220 2131313313111313313313111113111131131
  440321 1333313333333333113313131113132331331333112131133313333
  440321 2313333313311113133311111133113311313
  441231 1333331133333111333113113133111131131331111113131311331
  441231 2311333331111113333311131113111331333
  442301 1331113113333131131133113113113131133333313133131311333
  442301 2313333333331311333331133113313313333
  443271 1133313333333311331313131313131111331333133313111313333
  443271 2333331333111133333311331133111333333
  444261 1331133131333331131131113313111333113313311313133331311
  444261 2333113311311311331111113113311331333
  445250 1131113113133111133133131133113111131331323111131311333
  445250 2113111331111111333311131113113313331
  446260 1131331131333311331111111113111331131333313113133111331
  446260 2331333313111131333311113113111333331
  447271 1333113331133133133113131113111111311113113331113113131
  447271 2313111333311113133111131113313113333
  448321 1333133333331131133111113313311133113133331133133311331
  448321 2333133313313313333333331333313333333
  449331 1131113313131311133333313311111311311313111111313113331
  449331 2113111333111333131311131133313111333
  450221 1113113133333331133333111113131311133333313113131131331
  450221 2333113311233111331311113113311331331
  451250 1333333313333333333311131313133131311333331111133313333
  451250 2333313331113131333331333333311133313
  452341 1313113113333333133333111113311131133333113111133311331
  452341 2313313311131133333311133313313311333
  453311 1133313311331333131133133313113311331333113131313111333
  453311 2313313333313133131313313131313311133
  454291 1131113313333133133133111313113131133331333133131313331
  454291 2333313311111313333311113133313333333
  455221 1333311113313133331313133313311311331333331331133111111
  455221 2313333333333311313331311131333333333
  456301 1333113311333131333111111313111131133331111331111311311
  456301 2333113333333111111311331111133313333
  457351 1113313113333311133131133113313311133331113111133311331
  457351 2311133311111113333311133313311331333
  458301 1131113313333313133331113313111311311333133111333111131
  458301 2333333331113113133113133313111311333
  459240 1133313313333113333333111113111111131333111113111311111
  459240 2313331311113111111311133131111131133
  460281 1333333133333313331333111113133111111311113131111211223
  460281 2331311313131313331133313133131113313
  461280 1333333113333331133131131113113133113333111133131311331
  461280 2331113331131111333311133113311333133
  462211 1313333133131311133131113111313113133131331111113131133
  462211 2333113323313111131133331113333331333
  463351 1333131113333331133113111113131131133331311133133311331
  463351 2333313311111311331311113131313131133
  464421 1133311233333311133133111111133111331333333331131311331
  464421 2333313311331111333311313113111131133
  465521 1333113113331311133113111113111131333331311111133111333
  465521 2313313331331311333311113131113333333
  466331 1331313113333111133113111113111131113331333111131111331
  466331 2311113331111311331111113111311131333
  467261 1133313313333133311313133131133113111113133131333313333
  467261 2131331333331313311313113313331333311
  468331 1333313133331111133113131111121331131313133113133313331
  468331 2311333333111111333113131313333231211
  469231 1333113113333313331133133313113113313331311123131311333
  469231 2313113333113111111311131133311131333
  470321 1131113113333331333113111113131111111333311113133311331
  470321 2313111311113111331111111113311111133
  471280 1313333133333131333331111313133333113333331133131313331
  471280 2113333313313113331111111133313331333
  472311 1133313113333333133333131113131111133333113133133311133
  472311 2313311313111313333311111333313333333
  473211 1331333133331331133131113313311131133333311133113311331
  473211 2113133211331111331111113111331333331
  474301 1333313113133333133313133113313311333333333133131311331
  474301 2313133333313113333311313133311133333
  475251 1333311113331333131331133311111131133331331113331331331
  475251 2313133311111313331331111331311331331
  476461 1133313333333132133313113113113111111333113133132311332
  476461 2211333333121113333331331113313333131
  477221 1333331131331311133331133131313133113313313113113311331
  477221 2331333313331113331331113333331133333
  478480 1333133313333333133331131313111311331331331133311311333
  478480 2333313131313311333113113133313131333
  479180 1313131131331133133111113311111133113113311333311313331
  479180 2331333311312311331333111133313333333
  480190 1133333133333331333313113313113331313333113111313311333
  480190 2333133333133133133313133333313331333
  481211 1331333333333131331113113313311133331333311131133311331
  481211 2111331313313311333331111313313331131
  482271 1133113313133333113331133113131311331333133131133313131
  482271 2113311331133111133313111133113313333
  483221 1133113313333313131333133111111131111333313313333313333
  483221 2331311331113313333131313131113313333
  484251 1333313113333131133313113311111131111333313111131311331
  484251 2333311313113311331331133133313331333
  485271 1133313113333131333313113113111113111333313133133311331
  485271 2113133313113131333311313313113331333
  486260 1131113313133313333333131133131331313311133111113313333
  486260 2333113311113111133313113131311113333
  487200 1113133331331331133111133313313131113313131333333313331
  487200 2331333333331311331313113111313133313
  488261 1333133333333313333313133113131111313333133131133313333
  488261 2313333333313133333313131113333331333
  489311 1333113113333131333331131313113131133333111133131111331
  489311 2313113311111111333331113333313131333
  490220 1333133333333333333313133313111331311333333131113313333
  490220 2333333313111133133313111133313111333
  491220 1333133313133313133313131111131311311333133131133311331
  491220 2313311313111113133313133133113311313
  492290 1333333313233131133313111113121311111331111131131311331
  492290 2311213333111331333111111333113333313
  493190 1313113313331331133111313331311131113313311313113333311
  493190 2131333313311113331331111313313333333
  494230 1333313113333331133133131313331333133333313111133313331
  494230 2313313331113131313311133113311333333
  495320 1133313113333333133333131113113111133333311111131311331
  495320 2332113311131131133311333131313133333
  496210 1333313333333333333313111313131331111333113131133313331
  496210 2333313313313311133311133133333333333
  497280 1333313113331131333331131113131133313333311113131311331
  497280 2133333331111113311311113113311331333
  498220 1133313313333331133333131113111131113333313131131311331
  498220 2313313313113131333111111133113331333
  499200 1313333113333131333111133113133313111333111111333313331
  499200 2331333331113133333311133133313333333
  500300 1333133313333311333131113311311331313333311113133313331
  500300 2313113313113311331313113313111333333
  501230 1333313313333313133333131113313311131331133111131111131
  501230 2333313311131311333313131111113131333
  502270 1133313333333133333331113313111131113333111133133311331
  502270 2133333331131311331111113113311331333
  503290 1131313113333331331331111113111131113333111113131311331
  503290 2313313311111111331111113111111131133
  504260 1333333333333131333331133313133131131333311133133311331
  504260 2333333333111311333311313133313333333
  505230 1333313313331333133333131113131111111333311113131311333
  505230 2313333313113311313331133131331311311
  506200 1333113313111131133131111111131131113313113111111311331
  506200 2313113311111131111311111113113313313
  507200 1333313333133113313313131113131113131331133311131113331
  507200 2331313331311331131311131113111331313
  508370 1333333313333133333313131313111131113333311133133311331
  508370 2313313311111331331313333131313331333
  509431 1333313313333133133311133113131131113313313113131313331
  509431 2333331313111113333331311133313333331
  510201 1333133333333131333311333313311331313333111333133313331
  510201 2313133313333133313313131133313331333
  511301 1333333313333333333333131313131311133333333111313313333
  511301 2333333331311113333331313133333333133
  512281 1233311313333333131333133313131131113333313113331331333
  512281 2333333313311113333331313313313333333
  513181 1333333333333133333311133313311331311313131133113313331
  513181 2133333313313311333313111133313311313
  514201 1333123133333131132111113311111131113113311123123311331
  514201 2131133313311113331311111113323333113
  515231 1323113113333333133113131113111311112133311313313331313
  515231 2313113311111111333111333131313113333
  516191 1131333133331131333111113331313133113333311333133311331
  516191 2131133313333113311331111333313333311
  517321 1333133113333111133131111113111131113331311133131311331
  517321 2333113311111131331111113313113131333
  518591 1131113113333331133113111113131131331333313111131311331
  518591 2313313311111311333111113111313131333
  519301 1333313333133131333113131313133131313333111331133313133
  519301 2313333333331133133311131113113333313
  520231 1333331113331313133131111313131311113333311133133313331
  520231 2333331311131111333311131113313311333
  521461 1333133331333313313313133311311311311333131133333313133
  521461 2133311333313313333313131133313313333
  522211 1311313133111131133311113111311133113113311333333311333
  522211 2133133333111131331111111331111331313
  523171 1133313333333333333311133313131331311333331333313313333
  523171 2113333333333331333313111331313323333
  524390 1131333133133311333311113113311131131333311111113111331
  524390 2133331313311133133311111133113311313
  525181 1333333133333133333311113313311133311333311133133313333
  525181 2113333333333133333311131133313323313
  526231 1113133331333133333313113333133111331333313131113111121
  526231 2133313313331131111333333133113313313
  527240 1333113333333333133311313311111131111333311111133313331
  527240 2313313333113131113331111113313311313
  528340 1113133113331331131311311311311311313333331313133313331
  528340 2133311331113133331313111133313331333
  529220 1333313333333333333323111313131311311333333211133313333
  529220 2333313331131311233312133131313313333
  530260 1313133333331331333111113111313111111313111133113313313
  530260 2131133331313113311311111133313333331
  531230 1313331313331131131111131313111131113333313333133311331
  531230 2333313331311311333311113331313331113
  532261 1331133113331331133131111311131131131311311313111311331
  532261 2313111311111111331111113111311131133
  533421 1313333333333313333313133113332311313333213131133313331
  533421 2133333333313133131313131133333333313
  534210 1331133333333133133313113313111331333313313113133311331
  534210 2113313311311113333333111133313331333
  535261 1133113133133111111313113113331311331333113131333313131
  535261 2133333313313113133113113133313311333
  536231 1113133333333133333313113333333313311133133131113111131
  536231 2133331331333131111333333133133313313
  537471 1311313111331131133311133313131131113313313133133313331
  537471 2331133333131111331311311113311133333
  538361 1333112313233333133333111313121111131333311311131311331
  538361 2333313331111313333311333113311333333
  539211 1331131133331131333111113311311131111313121333333313332
  539211 2111133313331313333331131313311333333
  540201 1113131313333133133131131333313131111333111131133311331
  540201 2131133313333311333311313333311313333
  541241 1133113313133331113311133313311331313313113131113313333
  541241 2113333331111113133313131333113311333
  542240 1133133333333113331313331113133311311333133131133311333
  542240 2133333331113331133333131133313313333
  543260 1131113111133331133313113111131111131311113131313113333
  543260 2133133333111111131311133133313311133
  544551 1331133113333311123333113113113131312313111133113133331
  544551 2333133331311311333311113133213322333
  545280 1133333313333111133331131313113131133331311131133311333
  545280 2333311313111331333111133133313331333
  546271 1133113113333131331331133113313111133313311131333111331
  546271 2113331331131133331311311313313311133
  547391 1333113133333333133133113113131111111333111133133313331
  547391 2313133333111133333311313133313313333
  548321 1331131133131311131113111313131311133311113111131331331
  548321 2333113331113311331331131113113133133
  549370 1133113313133113113313133113131111331331133111133111133
  549370 2313333331113333133313111133113113333
  550221 1333133113133331133113133313111131111313111131133311331
  550221 2331333311311111131331113333311311333
  551221 1333111113333111133113133111133131113333313111133313331
  551221 2113333313311113331331131313113133333
  552221 1333313333333131333333133333311331111333111133133311331
  552221 2313331331331111331311331313313333333
  553311 1333133133333333133311111313111131131333311133131311331
  553311 2133113311111311331311113311313131333
  554311 1333113113333333133113133313111133111333131131111113331
  554311 2331333331113133331311133113311331231
  555261 1131133133133133133311113311311131313313111131113313333
  555261 2133133313311113133331111333313311333
  556391 1132111113333311133333131113111131331311113111333111331
  556391 2333131311113111333311133131311311333
  557210 1333313213331111113331131113313311111333111113133311331
  557210 2313333331111313133311333133311131333
  558280 1131313113333311133333131111113331111111111111133313331
  558280 2313333331113133133331131133333133131
  559210 1113113333333133133333131313311313113333311111333313331
  559210 2113333333313131333313111113333333333
  560190 1333313111333332333311133313331111133333311131133313333
  560190 2133133312133331133311131333311133333
  561220 1331313113333313133133111313113131133333311113131311331
  561220 2333113331311111333311113113311331333
  562240 1333333113333333133331133313113331111331311131333313333
  562240 2331113333111113333313131313113131333
  563210 1313331311331111133313133133113331311333311111133312131
  563210 2313313313313131333333133133131331313
  564220 1333313333331331133333131113131331113333311113133333333
  564220 2333333313333333333333131333311133133
  565260 1333313113333311133313111113131311333333313113133311333
  565260 2333313331313311333113113333313331333
  566380 1133133333333313333311113113131113331333311133112321333
  566380 2333313331113113333311133133113131313
  567320 1131133113333331133333111111133131113311311133133311331
  567320 2313113311311111313311113111311331233
  568200 1131131313333111133331133113311311131333111133133311131
  568200 2313331331311311133311131133111131333
  569270 1331313133333331133311113313111313111313331131113313333
  569270 2313333311113111333313313313311131333
  570200 1133313133333111333331133133331311311333313331133331333
  570200 2313331333113131133111331133111313333
  571240 1333313133333331133131111313113111131313313111111111131
  571240 2333113311113131333131313133311131133
  572200 1133313333333313133113131113131111111333133111133311331
  572200 2313333331131333333311133133313311313
  573230 1133313113333331131333133313131131131333331113131311331
  573230 2313313333113111331331133113311331333
  574200 1333333333333111333333131113133131333333333131133311331
  574200 2333333313333131333311133133333333133
  575200 1333113213333331133333131113131111333333313113321223331
  575200 2333313311331313333131333313333333333
  576190 1333333333333133331311333333331313111333313333113313231
  576190 2313313333133333331131131313333333331
  577190 1131313113333331133333131313131133131333311131131333333
  577190 2331113313113131313311113313313331133
  578220 1333113333133131333311133313313333311333331133133313333
  578220 2113333311133131333333131333313313333
  579240 1333313333333111131313133113333111111333313331133333133
  579240 2113333313333333133311311133113333313
  580251 1333133113133311133113131113111111131311111133113311331
  580251 2313133313311111133311133111113131133
  581220 1133333333333131113111113113111111133333111331131313111
  581220 2311132311333131333111111111131331313
  582310 1131113133133133333333131313113111131331313113133313331
  582310 2311313313313313333311111133113333333
  583360 1113113333133133113313131313131311331333333131133311131
  583360 2313313333333113133313331133113313333
  584220 1333313313333313333133331113131133133331311131111311331
  584220 2333313313331111212311113133111133133
  585210 1313331113331131333111131313313133331333311333113311331
  585210 2311131313311113331311113313313333333
  586230 1333333133333133133313133313333133113333313131133333331
  586230 2333313333313333333333333333313333333
  587230 1133313313133311111111131113131311111132131131313131131
  587230 2311331133131313131313113131313131112
  588240 1131133113233311133133131113131111113331321113111311311
  588240 2333133311111311333111313311311133133
  589200 1331311133333311133133111113111111131333321111113331111
  589200 2333113311131111321111111111111131133
  590200 1131133113313331133131131113111311113331311111113311331
  590200 2331313311111311133111311113111131133
  591280 1131133113333311133333131113133113331331311133133311333
  591280 2331133311333133333111331313313333333
  592210 1333313313331131333133111313333331333333311133131331331
  592210 2333333311313131333331113133313333333
  593200 1333111313331331133133131113131133133133331113133311311
  593200 2333113312331313113113131131313131313
  594220 1133113123333131133313111113113131111133311111113313331
  594220 2333133311111131333131113131311131133
  595220 1333313113333111333111133113333133113331313111113313311
  595220 2311331333131311133311111333313333333
  596240 1331313113333331133113131313111331131331113131131311331
  596240 2313313311313111122313313333313133333
  597210 1313313313133313133313131113113311111313113113133311133
  597210 2333313333131331133311333133111333133
  598270 1333133113333113333113133113131131111333111133133313331
  598270 2313131313111131333311133133313331333
  599210 1133333333133113333313133113333313313333111131133313131
  599210 2113333333333133333311331133113313333
  600210 1331133113331311133333131313131331111333311111331311333
  600210 2333311331313131133311313133311333333
  601210 1333113313331113131311131113113131123333311111313111133
  601210 2313111313311331131331111131311131333
  602210 1333133133333333333333131313133331333333313131133313331
  602210 2333333313333311333333333133311333333
  603211 1333313133331331333131131113311131133133311311111311311
  603211 2313113331111311111111131313111313133
  604291 1131113113333331333111113311331111131313113133133313331
  604291 2311333113111113331331111113313331333
  605230 1313331333333111133331131313313333131333311113133313331
  605230 2313333331313121133113333313313233133
  606250 1333133333333113133131133113311333111331311131133313333
  606250 2313333333111313133113313111311331333
  607300 1313111333133133131333131313111133113333113313133311331
  607300 2313311331113333333311131133311313333
  608300 1133313313333313133332131313133331131331313111131313333
  608300 2333313331133331333313133331313333333
  609240 1333333333333313333331123313331331113333311131133313333
  609240 2113333333333331333311131233311311133
  610190 1313333331333333131311133333313313333333133333133313331
  610190 2133333333313133333313133133331333133
  611190 1333333113331331133331133113331131111333313333133313331
  611190 2311313331311311333311111113313133333
  612220 1333333333333133333313133313133133113333311133133313333
  612220 2311333313313133333311111133311333333
  613200 1333133133333333133331131313313131313333311133131313331
  613200 2333113313123133331311113333313331333
  614221 1331313113111113311111313331113113311311133311311133311
  614221 2331331311331333311331111313133113131
  615261 1333133113333333333331131113133133131333313131131311311
  615261 2333333333313311333311133313311311133
  616311 1333313333133333133313133313111333333333331333133311331
  616311 2313313313333113333111113333113331313
  617290 1313331333333133133313133313333133113333313113133313333
  617290 2133313333131333333313333233112221333
  618260 1333311113133111133131111113111111113333311131131313331
  618260 2313313311111111331111113313113331333
  619290 1331133113333331133331111313111131113331311333111311331
  619290 2313111311111313331311113131311131133
  620260 1333333113333133133331113113131111113333311333331312331
  620260 2333333313313113333311111133313331332
  621280 1333311113333333133333133313113131113333313131131311331
  621280 2313313311313311333311313131313333331
  622221 1333313331333333333331113313133131333333331331313313331
  622221 2311333333131333333331311113331333333
  623231 1133313113333331133133113313131131333333311131133313333
  623231 2313333333333311333311331313311133133
  624211 1333111311133131313133111113333311133333311111223333331
  624211 2311333333333333333333333333333111111
  625190 1133113313331311333131131133131333311333111331333313333
  625190 2313331331311113131111111113111331333
  626220 1333333113333331133133111311111131133313311113131311331
  626220 2333113311111111331111111113311133133
  627201 1331313113333131133131113111111131133313311131113311331
  627201 2313133311211111331331311113123331331
  628231 1331113113131331133113131313311311131333313111131311333
  628231 2333113311331311133311131331131313333
  629250 1333111113333311133331113113111311113331313111131311331
  629250 2313113331131311331311332331111333333
  630270 1313313113333131333331133113313331113133311133133313333
  630270 2113333333133333133313133333333333133
  631240 1311311133331311133133111131131131133313311111331311331
  631240 2131133313331311111131113333111133133
  632251 1333333333133133133312131313133331313333313131133311333
  632251 2333313331313131333311333131311333133
  633200 1333313333333331131333131313133331133333313133133313333
  633200 2333133313131331333311113111211133331
  634321 1331111313333331133133111113111111133313311111333111331
  634321 2331313311333131113311333111111133133
  635230 1333311133333111333333131113111131111313333131113311131
  635230 2333313313111331331311133333313331333
  636230 1313331113331331133331111311131131133113111113111311331
  636230 2331113311111133331311113311311133331
  637281 1111111111111111111112131313332323231333331311111111123
  637281 2311112313331113333311111111333131131
  638171 1333333131333111333311113313311131111333313133333113331
  638171 2133331333313113333311113333313331313
  639200 1333113113333133133333131133133131133313313131131313333
  639200 2313333331313331333311131333311333333
  640230 1333333331333331333311133313311131313333311133133313333
  640230 2133333333313133331311131133313333333
  641270 1331312113333311133331311113122311133133111111131311331
  641270 2333113331113311333311133133111331333
  642340 1323313333333113331311133113133331311333311133133313331
  642340 2313333333333133333313331333313331333
  643200 1333313113333131133133131113333111311333313131133311131
  643200 2113313333133331133311133333111133333
  644200 1133313333333331333333133313331311133333333131133311331
  644200 2331333313113313333311333333131133133
  645230 1333313323333331333133133313133311331333313133133311333
  645230 2313333331131131333313331311313333331
  646230 1133313313331311333131111313111111331133133131133311331
  646230 2333313331111331333311133133313333333
  647200 1133313133331313333313113313111111111333311131133311333
  647200 2331313331133331313313333311123333133
  648200 1313333113133133133131133113113133131313313111333311331
  648200 2331331333113131133313133133311333133
  649210 1133313133333312333333133313333131333133313131133313331
  649210 2313333333131331333331333333313333333
  650200 1333333333333112331311133113333313311333311133133313333
  650200 2331331333133331133333333133313313333
  651211 1333313113133331333113133331331313311333311331113333131
  651211 2313333313333111333311313313311313331
  652300 1333313113333331133133111313131131133331311111111311331
  652300 2333113311111313331111113111311131333
  653200 1311333313333331133333131313313331113133131131133331331
  653200 2313133331131311133311331313111333333
  654200 1333313133233331133131111111131131133333311111131311333
  654200 2333313311111311133311131133111133333
  655380 1333313331332331133131131313313113113313311133113311331
  655380 2313113331331311133111111311331133331
  656401 1133113133331133333313131133333131131333213133131313331
  656401 2313333333331313333311111133313213113
  657251 1132313113313313131313131113113111111333313131133113331
  657251 2313313333131313333311331131111311333
